,full_name,used_name,kraj,kraj_skrot,wzrost,waga,plec,data_urodz,zdj,kolor_odl,kolor_hex,kolor_rgb
1796,Pasquale Giannattasio,Pasquale Giannattasio,Italy,ITA,174,74,Male,1941-01-15,None,brak zdj,brak zdj,brak zdj
1797,"Ronald ""Ron"" Jones",Ron Jones,Great Britain,GBR,180,78,Male,1934-08-19,None,brak zdj,brak zdj,brak zdj
1798,John Michael Morbey,John Morbey,Great Britain,GBR,184,77,Male,1939-08-09,None,brak zdj,brak zdj,brak zdj
1799,Peter Francis Vassella,Peter Vassella,Australia,AUS,175,69,Male,1941-01-04,http://d2a3o6pzho379u.cloudfront.net/64819.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1800,Rainer Berger,Rainer Berger,Germany,GER,182,73,Male,1944-09-23,http://d2a3o6pzho379u.cloudfront.net/69759.jpg,311.64,#a7292e,"[166, 40, 46]"
1801,Peter Wallach,Peter Wallach,Germany,GER,178,72,Male,1938-10-30,http://d2a3o6pzho379u.cloudfront.net/69909.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1802,Volker Löffler,Volker Löffler,Germany,GER,171,68,Male,1942-06-27,http://d2a3o6pzho379u.cloudfront.net/69836.jpg,246.92,#cb5e4b,"[203, 94, 74]"
1803,Dietmar Falgowski,Dietmar Falgowski,Germany,GER,175,72,Male,1941-01-25,None,brak zdj,brak zdj,brak zdj
1804,Wolfgang Krebs,Wolfgang Krebs,Germany,GER,177,68,Male,1942-10-18,None,brak zdj,brak zdj,brak zdj
1805,Sydney Asiodu,Sydney Asiodu,Nigeria,NGR,181,72,Male,1944-01-28,None,brak zdj,brak zdj,brak zdj
1806,Lawrence Okoroafor,Lawrence Okoroafor,Nigeria,NGR,173,61,Male,1939-01-10,None,brak zdj,brak zdj,brak zdj
1807,Malang Mané,Malang Mané,Senegal,SEN,170,70,Male,1943-11-30,None,brak zdj,brak zdj,brak zdj
1808,Malick Diop,Malick Diop,Senegal,SEN,181,70,Male,1942-08-24,None,brak zdj,brak zdj,brak zdj
1809,Gyula Rábai,Gyula Rábai,Hungary,HUN,172,65,Male,1942-06-02,None,brak zdj,brak zdj,brak zdj
1810,István Gyulai,István Gyulai,Hungary,HUN,180,73,Male,1943-03-21,http://d2a3o6pzho379u.cloudfront.net/71160.jpg,266.96,#905353,"[143, 83, 83]"
1811,Henrik Kalocsai,Henrik Kalocsai,Hungary,HUN,191,84,Male,1940-11-28,None,brak zdj,brak zdj,brak zdj
1812,Anthony Francis Coutinho,Anthony Coutinho,India,IND,172,63,Male,1940-08-25,None,brak zdj,brak zdj,brak zdj
1813,Makhan Singh,Makhan Singh,India,IND,167,67,Male,1938-10-20,None,brak zdj,brak zdj,brak zdj
1814,Rajasekaran Pichaya,Rajasekaran Pichaya,India,IND,167,57,Male,1941-01-03,None,brak zdj,brak zdj,brak zdj
1815,"Bondata Venkata ""B. V."" Satyanarayan",B. V. Satyanarayan,India,IND,170,61,Male,1935-05-09,None,brak zdj,brak zdj,brak zdj
1816,Ebenezer Charles O. Addy,Ebenezer Addy,Ghana,GHA,178,70,Male,1940-11-05,None,brak zdj,brak zdj,brak zdj
1817,Samuel Owusu-Mensah,Samuel Owusu-Mensah,Ghana,GHA,171,66,Male,1944-09-22,None,brak zdj,brak zdj,brak zdj
1818,James Aryee Addy,James Addy,Ghana,GHA,183,75,Male,1939-12-09,http://d2a3o6pzho379u.cloudfront.net/70627.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1819,Kiyoshi Asai,Kiyoshi Asai,Japan,JPN,167,60,Male,1940-02-06,None,brak zdj,brak zdj,brak zdj
1820,Yojiro Muro,Yojiro Muro,Japan,JPN,175,70,Male,1933-07-05,None,brak zdj,brak zdj,brak zdj
1821,Junji Ishikawa,Junji Ishikawa,Japan,JPN,None,None,Male,1945-07-13,None,brak zdj,brak zdj,brak zdj
1822,Hisao Hayashi,Hisao Hayashi,Japan,JPN,None,None,Male,1945-07-13,None,brak zdj,brak zdj,brak zdj
1823,Mazlan Hamzah,Mazlan Hamzah,Malaysia,MAS,None,None,Male,1936-12-25,None,brak zdj,brak zdj,brak zdj
1824,John Daukom Polos,John Daukom,Malaysia,MAS,None,None,Male,1937-01-01,None,brak zdj,brak zdj,brak zdj
1825,Canagasabai Kunalan,Canagasabai Kunalan,Malaysia,MAS,163,54,Male,1942-10-23,None,brak zdj,brak zdj,brak zdj
1826,Amos Omolo,Amos Omolo,Uganda,UGA,178,74,Male,1937-03-09,None,brak zdj,brak zdj,brak zdj
1827,George Odeke,George Odeke,Uganda,UGA,None,None,Male,1940-03-05,None,brak zdj,brak zdj,brak zdj
1828,William Kamanyi,William Kamanyi,Uganda,UGA,171,62,Male,1942-07-03,None,brak zdj,brak zdj,brak zdj
1829,Taweesit Arjtaweekul,Taweesit Arjtaweekul,Thailand,THA,173,59,Male,1941-01-09,None,brak zdj,brak zdj,brak zdj
1830,Maitri Vilaikit,Maitri Vilaikit,Thailand,THA,164,52,Male,1944-01-18,None,brak zdj,brak zdj,brak zdj
1831,Chalit Kanitasut,Chalit Kanitasut,Thailand,THA,160,59,Male,1940-12-05,http://d2a3o6pzho379u.cloudfront.net/76787.jpg,196.33,#aa877d,"[170, 135, 124]"
1832,Intachot Vajchareevongse,Intachot Vajchareevongse,Thailand,THA,None,None,Male,1940-12-05,http://d2a3o6pzho379u.cloudfront.net/923458.jpg,204.68,#ab8076,"[171, 127, 118]"
1833,Miguel I. Ebreo,Miguel Ebreo,Philippines,PHI,175,57,Male,1939-11-21,None,brak zdj,brak zdj,brak zdj
1834,Arsenio Larosa Jazmin,Arsenio Jazmin,Philippines,PHI,180,68,Male,1935-05-25,None,brak zdj,brak zdj,brak zdj
1835,Khalid Tawfik Lazim,Khalid Tawfik Lazim,Iraq,IRQ,None,None,Male,1944-03-09,None,brak zdj,brak zdj,brak zdj
1836,"James Ray ""Jim"" Hines",Jim Hines,United States,USA,183,81,Male,1946-09-10,http://d2a3o6pzho379u.cloudfront.net/78559.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1837,Lennox Valencia Miller,Lennox Miller,Jamaica,JAM,183,79,Male,1946-10-08,http://d2a3o6pzho379u.cloudfront.net/72310.jpg,312.14,#b23320,"[178, 51, 31]"
1838,"Charles Edward ""Charlie"" Greene",Charlie Greene,United States,USA,173,69,Male,1945-03-21,http://d2a3o6pzho379u.cloudfront.net/78477.jpg,254.67,#8e5e5e,"[141, 93, 93]"
1839,Pablo Montes Casanova,Pablo Montes,Cuba,CUB,184,83,Male,1947-11-23,http://d2a3o6pzho379u.cloudfront.net/66813.jpg,284.93,#bf4d2a,"[190, 77, 41]"
1840,Hermes Julián Ramírez Limonta,Hermes Ramírez,Cuba,CUB,178,66,Male,1948-01-07,http://d2a3o6pzho379u.cloudfront.net/66826.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1841,Harald Eggers,Harald Eggers,East Germany,GDR,172,62,Male,1942-07-07,None,brak zdj,brak zdj,brak zdj
1842,Gérard Fenouil,Gérard Fenouil,France,FRA,177,72,Male,1945-06-23,http://d2a3o6pzho379u.cloudfront.net/68235.jpg,zly wymiar,zly wymiar,zly wymiar
1843,Hartmut Schelter,Hartmut Schelter,East Germany,GDR,176,73,Male,1943-05-22,http://d2a3o6pzho379u.cloudfront.net/69874.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1844,Andrés Roberto Calonge,Andrés Calonge,Argentina,ARG,182,72,Male,1945-04-02,http://d2a3o6pzho379u.cloudfront.net/64403.jpg,239.09,#c55a5c,"[196, 90, 91]"
1845,Barrie Harrison Kelly,Barrie Kelly,Great Britain,GBR,180,75,Male,1940-08-02,None,brak zdj,brak zdj,brak zdj
1846,Gerhard Wucherer,Gerhard Wucherer,West Germany,FRG,173,70,Male,1948-02-11,http://d2a3o6pzho379u.cloudfront.net/70604.jpg,239.95,#d25858,"[210, 88, 88]"
1847,Karl-Peter Schmidtke,Karl-Peter Schmidtke,West Germany,FRG,171,67,Male,1945-12-16,None,brak zdj,brak zdj,brak zdj
1848,"Lawal Kolawole ""Kola"" Abdulai",Kola Abdulai,Nigeria,NGR,172,66,Male,1947-07-22,None,brak zdj,brak zdj,brak zdj
1849,Vladislav Vladimirovich Sapeya,Vladislav Sapeya,Soviet Union,URS,174,73,Male,1943-06-11,None,brak zdj,brak zdj,brak zdj
1850,Robert Ojo,Robert Ojo,Nigeria,NGR,180,70,Male,1941-04-29,None,brak zdj,brak zdj,brak zdj
1851,"Eduard George ""Eddy"" Monsels",Eddy Monsels,Suriname,SUR,177,65,Male,1948-01-24,http://d2a3o6pzho379u.cloudfront.net/75959.jpg,260.38,#8a5a5a,"[138, 90, 90]"
1852,Yevgeny Palladyevich Sinyayev,Yevgeny Sinyayev,Soviet Union,URS,178,79,Male,1948-01-02,None,brak zdj,brak zdj,brak zdj
1853,Aleksey Khlopotnov,Aleksey Khlopotnov,Soviet Union,URS,179,78,Male,1946-08-17,None,brak zdj,brak zdj,brak zdj
1854,"Bernard Jonathan ""Bernie"" Nottage",Bernie Nottage,The Bahamas,BAH,175,77,Male,1945-10-23,http://d2a3o6pzho379u.cloudfront.net/65024.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1855,Gert Metz,Gert Metz,West Germany,FRG,176,72,Male,1942-02-07,http://d2a3o6pzho379u.cloudfront.net/70409.jpg,242.11,#d4624b,"[212, 98, 75]"
1856,Barka N. Sy,Barka Sy,Senegal,SEN,171,71,Male,1943-07-22,None,brak zdj,brak zdj,brak zdj
1857,Porfirio Veras Mercedes,Porfirio Veras,Dominican Republic,DOM,165,77,Male,1943-07-15,None,brak zdj,brak zdj,brak zdj
1858,Zenon Stanisław Nowosz,Zenon Nowosz,Poland,POL,183,72,Male,1944-02-06,None,brak zdj,brak zdj,brak zdj
1859,Norris Stubbs,Norris Stubbs,The Bahamas,BAH,173,68,Male,1948-11-08,http://d2a3o6pzho379u.cloudfront.net/65037.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1860,"Ronald S. ""Ron"" Monsegue",Ron Monsegue,Trinidad and Tobago,TTO,173,69,Male,1942-05-17,None,brak zdj,brak zdj,brak zdj
1861,Miguel Ángel González,Miguel Ángel González,Mexico,MEX,169,66,Male,1944-07-03,None,brak zdj,brak zdj,brak zdj
1862,Norman Chihota,Norman Chihota,United Republic of Tanzania,TAN,175,69,Male,1947-08-25,None,brak zdj,brak zdj,brak zdj
1863,Julius Sang,Julius Sang,Kenya,KEN,175,69,Male,1946-06-30,None,brak zdj,brak zdj,brak zdj
1864,Charles Asati,Charles Asati,Kenya,KEN,178,68,Male,1946-03-03,None,brak zdj,brak zdj,brak zdj
1865,Chen Chuan-Show,Chen Chuan-Show,Chinese Taipei,TPE,172,72,Male,1941-09-09,None,brak zdj,brak zdj,brak zdj
1866,Hansruedi Wiedmer,Hansruedi Wiedmer,Switzerland,SUI,176,72,Male,1945-09-08,None,brak zdj,brak zdj,brak zdj
1867,"Gregory David ""Greg"" Lewis",Greg Lewis,Australia,AUS,177,76,Male,1946-12-09,http://d2a3o6pzho379u.cloudfront.net/64731.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1868,William Santino Dralu,William Dralu,Uganda,UGA,183,73,Male,1947-06-05,None,brak zdj,brak zdj,brak zdj
1869,Jorge L. Vizcarrondo Somohano,Jorge Vizcarrondo,Puerto Rico,PUR,170,70,Male,1948-05-07,None,brak zdj,brak zdj,brak zdj
1870,Jimmy Sierra,Jimmy Sierra,Colombia,COL,170,64,Male,1949-07-19,None,brak zdj,brak zdj,brak zdj
1871,Philippe Georges Albert Alexis Fernand Housiaux,Philippe Housiaux,Belgium,BEL,186,72,Male,1947-12-10,http://d2a3o6pzho379u.cloudfront.net/65216.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1872,Su Wen-Ho,Su Wen-Ho,Chinese Taipei,TPE,172,67,Male,1945-12-10,None,brak zdj,brak zdj,brak zdj
1873,Hassan El-Mech,Hassan El-Mech,Morocco,MAR,173,69,Male,1945-01-01,None,brak zdj,brak zdj,brak zdj
1874,Félix Bécquer Lastra,Félix Bécquer,Mexico,MEX,178,72,Male,1947-02-01,None,brak zdj,brak zdj,brak zdj
1875,José Luis Sánchez Paraíso,José Luis Sánchez,Spain,ESP,170,62,Male,1942-06-21,None,brak zdj,brak zdj,brak zdj
1876,Manuel Planchart,Manuel Planchart,Venezuela,VEN,174,70,Male,1942-10-04,None,brak zdj,brak zdj,brak zdj
1877,Morgan Gesmalla,Morgan Gesmalla,Sudan,SUD,175,65,Male,1947-01-01,None,brak zdj,brak zdj,brak zdj
1878,Rafael Antonio Santos Cisneros,Rafael Santos,El Salvador,ESA,165,63,Male,1944-06-13,None,brak zdj,brak zdj,brak zdj
1879,Juan Argüello Sandoval,Juan Argüello,Nicaragua,NCA,155,55,Male,1947-03-08,None,brak zdj,brak zdj,brak zdj
1880,Tommie C. Smith,Tommie Smith,United States,USA,191,84,Male,1944-06-06,http://d2a3o6pzho379u.cloudfront.net/79064.jpg,nie wykryto nosa,nie wykryto nosa,nie wykryto nosa
1881,Peter George Norman,Peter Norman,Australia,AUS,178,73,Male,1942-06-15,http://d2a3o6pzho379u.cloudfront.net/64761.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1882,John Wesley Carlos,John Carlos,United States,USA,193,85,Male,1945-06-05,http://d2a3o6pzho379u.cloudfront.net/78197.jpg,233.73,#a86666,"[167, 101, 101]"
1883,"Lawrence Ronald ""Larry"" Questad",Larry Questad,United States,USA,188,84,Male,1943-07-10,http://d2a3o6pzho379u.cloudfront.net/78924.jpg,240.94,#b15e5e,"[176, 93, 93]"
1884,"Michael ""Mike"" Fray",Mike Fray,Jamaica,JAM,188,88,Male,1947-09-03,None,brak zdj,brak zdj,brak zdj
1885,"Joachim ""Jochen"" Eigenherr",Jochen Eigenherr,West Germany,FRG,183,74,Male,1947-02-18,http://d2a3o6pzho379u.cloudfront.net/70217.jpg,291.76,#d5372e,"[213, 55, 46]"
1886,"Richard Swift ""Dick"" Steane",Dick Steane,Great Britain,GBR,184,72,Male,1939-09-26,None,brak zdj,brak zdj,brak zdj
1887,Edward Romanowski,Edward Romanowski,Poland,POL,185,80,Male,1944-07-30,None,brak zdj,brak zdj,brak zdj
1888,Nikolay Nikolayevich Ivanov,Nikolay Ivanov,Soviet Union,URS,182,78,Male,1942-06-02,None,brak zdj,brak zdj,brak zdj
1889,Ralph Banthorpe,Ralph Banthorpe,Great Britain,GBR,174,63,Male,1949-02-06,None,brak zdj,brak zdj,brak zdj
1890,Fernando Acevedo Portugues,Fernando Acevedo,Peru,PER,175,65,Male,1946-07-26,None,brak zdj,brak zdj,brak zdj
1891,Jacques Carette,Jacques Carette,France,FRA,176,63,Male,1947-03-01,http://d2a3o6pzho379u.cloudfront.net/68110.jpg,268.56,#865457,"[133, 84, 86]"
1892,Valentin Mikhaylovich Maslakov,Valentin Maslakov,Soviet Union,URS,181,78,Male,1944-12-04,None,brak zdj,brak zdj,brak zdj
1893,Edwin Luther Kevin Johnson,Kevin Johnson,The Bahamas,BAH,178,77,Male,1949-09-04,http://d2a3o6pzho379u.cloudfront.net/65013.jpg,205.51,#ad7a7a,"[172, 121, 121]"
1894,Winston Short,Winston Short,Trinidad and Tobago,TTO,180,69,Male,1945-03-27,None,brak zdj,brak zdj,brak zdj
1895,Rajalingam Gunaratnam,Rajalingam Gunaratnam,Malaysia,MAS,173,61,Male,1941-12-14,None,brak zdj,brak zdj,brak zdj
1896,José Nicolás Astacio,José Astacio,El Salvador,ESA,166,49,Male,1947-05-17,None,brak zdj,brak zdj,brak zdj
1897,Carl Plaskett,Carl Plaskett,United States Virgin Islands,ISV,None,None,Male,1943-09-23,None,brak zdj,brak zdj,brak zdj
1898,Kun Min-Mu,Kun Min-Mu,Chinese Taipei,TPE,168,60,Male,1941-11-23,None,brak zdj,brak zdj,brak zdj
1899,Colin Evandale Thurton,Colin Thurton,Belize,BIZ,179,67,Male,1943-04-28,None,brak zdj,brak zdj,brak zdj
1900,Cristóbal Corrales,Cristóbal Corrales,Honduras,HON,168,68,Male,1947-04-23,None,brak zdj,brak zdj,brak zdj
1901,Hadley Andrew Hinds,Hadley Hinds,Barbados,BAR,175,71,Male,1946-09-16,None,brak zdj,brak zdj,brak zdj
1902,Juan Franceschi,Juan Franceschi,Puerto Rico,PUR,165,56,Male,1949-01-12,None,brak zdj,brak zdj,brak zdj
1903,"Ervin Henry ""Erv"" Hall",Erv Hall,United States,USA,183,75,Male,1947-07-02,http://d2a3o6pzho379u.cloudfront.net/78502.jpg,259.58,#8e5a5a,"[141, 89, 89]"
1904,"Leonard ""Leon"" Coleman",Leon Coleman,United States,USA,188,82,Male,1944-09-01,http://d2a3o6pzho379u.cloudfront.net/78245.jpg,288.32,#784b4b,"[120, 74, 74]"
1905,Pierre Schoebel,Pierre Schoebel,France,FRA,187,80,Male,1942-06-26,None,brak zdj,brak zdj,brak zdj
1906,Oleg Stepanenko,Oleg Stepanenko,Soviet Union,URS,183,69,Male,1939-10-20,None,brak zdj,brak zdj,brak zdj
1907,Daniel Riedo,Daniel Riedo,Switzerland,SUI,194,94,Male,1942-02-22,None,brak zdj,brak zdj,brak zdj
1908,Kjellfred Weum,Kjellfred Weum,Norway,NOR,186,79,Male,1940-07-30,http://d2a3o6pzho379u.cloudfront.net/74249.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1909,Juan Morales Hechavarría,Juan Morales,Cuba,CUB,181,73,Male,1948-07-12,None,brak zdj,brak zdj,brak zdj
1910,Sergio Liani,Sergio Liani,Italy,ITA,182,70,Male,1943-08-03,None,brak zdj,brak zdj,brak zdj
1911,Viktor Balikhin,Viktor Balikhin,Soviet Union,URS,185,82,Male,1938-10-05,None,brak zdj,brak zdj,brak zdj
1912,Gary James Knoke,Gary Knoke,Australia,AUS,190,80,Male,1942-02-05,http://d2a3o6pzho379u.cloudfront.net/64720.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1913,Alan Peter Pascoe,Alan Pascoe,Great Britain,GBR,185,74,Male,1947-10-11,None,brak zdj,brak zdj,brak zdj
1914,Franklin Blyden,Franklin Blyden,United States Virgin Islands,ISV,None,None,Male,1946-01-01,None,brak zdj,brak zdj,brak zdj
1915,Hernando Arrechea,Hernando Arrechea,Colombia,COL,184,78,Male,1946-12-12,None,brak zdj,brak zdj,brak zdj
1916,Stuart Ellis Storey,Stuart Storey,Great Britain,GBR,183,75,Male,1942-09-16,None,brak zdj,brak zdj,brak zdj
1917,Patricio Saavedra,Patricio Saavedra,Chile,CHI,178,72,Male,1947-01-11,None,brak zdj,brak zdj,brak zdj
1918,Lubomír Nádeníček,Lubomír Nádeníček,Czechoslovakia,TCH,176,67,Male,1947-03-11,None,brak zdj,brak zdj,brak zdj
1919,Kimaru Songok,Kimaru Songok,Kenya,KEN,178,64,Male,1936-01-01,None,brak zdj,brak zdj,brak zdj
1920,Ishtiaq Ahmad Mubarak Ahmad,Ishtiaq Mubarak,Malaysia,MAS,184,66,Male,1948-02-06,None,brak zdj,brak zdj,brak zdj
1921,Alfredo Juan Deza Fuller,Alfredo Deza,Peru,PER,185,78,Male,1944-06-24,None,brak zdj,brak zdj,brak zdj
1922,Su Po-Tai,Su Po-Tai,Chinese Taipei,TPE,184,72,Male,1941-06-02,None,brak zdj,brak zdj,brak zdj
1923,Fernand Tovondray,Fernand Tovondray,Madagascar,MAD,182,75,Male,1944-05-12,None,brak zdj,brak zdj,brak zdj
1924,Radhamés F. Mora,Radhamés Mora,Dominican Republic,DOM,170,77,Male,1948-02-16,None,brak zdj,brak zdj,brak zdj
1925,Bernard Degaulle Kender,Bernard Kender,Chad,CHA,None,None,Male,1945-07-17,None,brak zdj,brak zdj,brak zdj
1926,Werner Kuhn,Werner Kuhn,Switzerland,SUI,182,73,Male,1943-03-10,None,brak zdj,brak zdj,brak zdj
1927,"Ronald Ray ""Ronnie Ray"" Smith",Ronnie Ray Smith,United States,USA,173,73,Male,1949-03-28,http://d2a3o6pzho379u.cloudfront.net/79062.jpg,183.58,#bc8686,"[187, 134, 134]"
1928,Errol Stewart,Errol Stewart,Jamaica,JAM,167,66,Male,1950-03-02,None,brak zdj,brak zdj,brak zdj
1929,Clifton Forbes,Clifton Forbes,Jamaica,JAM,183,76,Male,1946-02-18,None,brak zdj,brak zdj,brak zdj
1930,Peter Haase,Peter Haase,East Germany,GDR,180,78,Male,1943-01-23,None,brak zdj,brak zdj,brak zdj
1931,Angelo Fulvio Sguazzero,Angelo Sguazzero,Italy,ITA,173,70,Male,1946-01-04,None,brak zdj,brak zdj,brak zdj
1932,"Joseph William ""Joe"" Speake",Joe Speake,Great Britain,GBR,177,70,Male,1944-01-08,None,brak zdj,brak zdj,brak zdj
1933,Edward Owusu,Edward Owusu,Ghana,GHA,173,64,Male,1944-03-15,None,brak zdj,brak zdj,brak zdj
1934,William A. Quaye,William Quaye,Ghana,GHA,175,68,Male,1941-03-29,None,brak zdj,brak zdj,brak zdj
1935,Raymond Fabien,Raymond Fabien,Trinidad and Tobago,TTO,167,66,Male,1945-05-11,None,brak zdj,brak zdj,brak zdj
1936,Carl Archer,Carl Archer,Trinidad and Tobago,TTO,180,75,Male,1948-09-17,None,brak zdj,brak zdj,brak zdj
1937,Kouakou Atta,Kouakou Atta,Côte d'Ivoire,CIV,173,66,Male,1945-01-01,None,brak zdj,brak zdj,brak zdj
1938,Kouami N'Dri,Kouami N'Dri,Côte d'Ivoire,CIV,178,68,Male,1943-04-06,None,brak zdj,brak zdj,brak zdj
1939,Boy Akba Akpa Diby,Boy Akba Diby,Côte d'Ivoire,CIV,168,63,Male,1945-01-01,None,brak zdj,brak zdj,brak zdj
1940,Tambusamy Krishnan,Tambusamy Krishnan,Malaysia,MAS,180,67,Male,1944-07-08,None,brak zdj,brak zdj,brak zdj
1941,Ooi Hock Lim,Ooi Hock Lim,Malaysia,MAS,177,66,Male,1943-09-19,None,brak zdj,brak zdj,brak zdj
1942,"Gerald Lloyd ""Jerry"" Wisdom",Jerry Wisdom,The Bahamas,BAH,180,77,Male,1947-10-28,None,brak zdj,brak zdj,brak zdj
1943,Timon Oyebami,Timon Oyebami,Nigeria,NGR,175,72,Male,1943-07-12,None,brak zdj,brak zdj,brak zdj
1944,Benedict A. Majekodunmi,Benedict Majekodunmi,Nigeria,NGR,175,66,Male,1940-01-12,None,brak zdj,brak zdj,brak zdj
1945,Naoki Abe,Naoki Abe,Japan,JPN,173,68,Male,1945-04-08,None,brak zdj,brak zdj,brak zdj
1946,Hiroomi Yamada,Hiroomi Yamada,Japan,JPN,181,74,Male,1942-03-04,None,brak zdj,brak zdj,brak zdj
1947,Shinji Ogura,Shinji Ogura,Japan,JPN,176,70,Male,1944-08-28,None,brak zdj,brak zdj,brak zdj
1948,Luis Eduardo Soriano,Luis Soriano,Dominican Republic,DOM,155,60,Male,1929-03-08,None,brak zdj,brak zdj,brak zdj
1949,Rafael Domínguez,Rafael Domínguez,Dominican Republic,DOM,155,68,Male,1941-11-11,None,brak zdj,brak zdj,brak zdj
1950,Enrique Luis Labadie,Enrique Labadie,Mexico,MEX,186,70,Male,1944-11-14,None,brak zdj,brak zdj,brak zdj
1951,Galdino Flores Valles,Galdino Flores,Mexico,MEX,176,63,Male,1942-04-18,None,brak zdj,brak zdj,brak zdj
1952,Valery Filippovich Borzov,Valery Borzov,Soviet Union,URS,183,80,Male,1949-10-20,http://d2a3o6pzho379u.cloudfront.net/77390.jpg,242.68,#a4655b,"[163, 101, 91]"
1953,Robert James Taylor,Robert Taylor,United States,USA,183,80,Male,1948-09-14,http://d2a3o6pzho379u.cloudfront.net/79114.jpg,190.36,#af8585,"[175, 132, 132]"
1954,Aleksandr Olegovich Kornelyuk,Aleksandr Kornelyuk,Soviet Union,URS,165,64,Male,1950-06-28,None,brak zdj,brak zdj,brak zdj
1955,Jobst Hirscht,Jobst Hirscht,West Germany,FRG,174,65,Male,1948-07-19,http://d2a3o6pzho379u.cloudfront.net/70293.jpg,nie wykryto twarzy,nie wykryto twarzy,nie wykryto twarzy
1956,Hasely Joachim Crawford,Hasely Crawford,Trinidad and Tobago,TTO,187,90,Male,1950-08-16,http://d2a3o6pzho379u.cloudfront.net/76913.jpg,320.27,#892c2d,"[136, 43, 45]"
1957,Alain Sarteur,Alain Sarteur,France,FRA,177,77,Male,1946-06-17,None,brak zdj,brak zdj,brak zdj
1958,Kouakou Komenan,Kouakou Komenan,Côte d'Ivoire,CIV,173,70,Male,1942-01-01,None,brak zdj,brak zdj,brak zdj
1959,Bernd Borth,Bernd Borth,East Germany,GDR,178,75,Male,1948-07-25,None,brak zdj,brak zdj,brak zdj
1960,Jaroslav Matoušek,Jaroslav Matoušek,Czechoslovakia,TCH,182,72,Male,1951-04-07,None,brak zdj,brak zdj,brak zdj
1961,Brian William Green,Brian Green,Great Britain,GBR,167,68,Male,1941-05-15,None,brak zdj,brak zdj,brak zdj
1962,Vasilios Papageorgopoulos,Vasilios Papageorgopoulos,Greece,GRE,180,75,Male,1947-06-27,None,brak zdj,brak zdj,brak zdj
1963,Philippe Clerc,Philippe Clerc,Switzerland,SUI,176,61,Male,1946-12-24,None,brak zdj,brak zdj,brak zdj
1964,Stanisław Wagner,Stanisław Wagner,Poland,POL,165,63,Male,1947-11-11,None,brak zdj,brak zdj,brak zdj
1965,Amadou Méité,Amadou Méité,Côte d'Ivoire,CIV,171,63,Male,1949-11-28,None,brak zdj,brak zdj,brak zdj
1966,Ainsley Edward Armstrong,Ainsley Armstrong,Trinidad and Tobago,TTO,180,70,Male,1952-12-27,None,brak zdj,brak zdj,brak zdj
1967,"Alexander ""Sandy"" Osei-Agyemang",Sandy Osei-Agyemang,Ghana,GHA,182,77,Male,1949-07-19,None,brak zdj,brak zdj,brak zdj
1968,Klaus Johannes Ehl,Klaus Ehl,West Germany,FRG,188,77,Male,1949-08-16,http://d2a3o6pzho379u.cloudfront.net/70214.jpg,285.52,#954542,"[148, 69, 66]"
1969,Antti Juhani Rainer Rajamäki,Antti Rajamäki,Finland,FIN,183,74,Male,1952-07-14,None,brak zdj,brak zdj,brak zdj
1970,Luděk Bohman,Luděk Bohman,Czechoslovakia,TCH,176,71,Male,1946-12-02,http://d2a3o6pzho379u.cloudfront.net/76583.jpg,237.79,#8c6c6c,"[140, 107, 107]"
1971,"Michael ""Mike"" Sands",Mike Sands,The Bahamas,BAH,183,76,Male,1953-07-01,http://d2a3o6pzho379u.cloudfront.net/65034.jpg,286.58,#824949,"[129, 72, 72]"
1972,Bror Erik Gustafsson,Erik Gustafsson,Finland,FIN,181,76,Male,1943-09-24,None,brak zdj,brak zdj,brak zdj
1973,"Leslie McDonald ""Les"" Piggot",Les Piggot,Great Britain,GBR,180,70,Male,1942-05-11,None,brak zdj,brak zdj,brak zdj
1974,Manfred Kokot,Manfred Kokot,East Germany,GDR,176,80,Male,1948-01-03,http://d2a3o6pzho379u.cloudfront.net/69818.jpg,191.1,#c0837b,"[192, 131, 123]"
1975,"Donald George ""Don"" Halliday",Don Halliday,Great Britain,GBR,174,65,Male,1947-06-16,None,brak zdj,brak zdj,brak zdj
1976,Audun Egil Garshol,Audun Garshol,Norway,NOR,180,75,Male,1951-11-09,http://d2a3o6pzho379u.cloudfront.net/74135.jpg,271.33,#7a5858,"[122, 87, 87]"
1977,Dominique Chauvelot,Dominique Chauvelot,France,FRA,177,69,Male,1952-06-18,None,brak zdj,brak zdj,brak zdj
